StudentID,Name,Age,Grade,Mathematics,Science,English,Hindi,Sanskrit,Social Science,PreferredSubjects,WeakSubjects,LearningStyle,Hobbies,CareerInterest
466,Student_466,14,9,60,49,56,71,75,89,"['Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Sports', 'Music', 'Arts']",Artist
467,Student_467,14,8,77,81,97,74,91,47,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Logical,"['Reading', 'Music', 'Writing']",Artist
468,Student_468,15,9,88,93,53,41,66,99,"['English', 'SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'Hindi']",Auditory,['Writing'],Entrepreneur
469,Student_469,16,10,61,48,76,51,89,61,"['Science', 'Mathematics', 'English']","['Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Music', 'Dance']",Government Services
470,Student_470,14,10,84,99,44,42,52,85,"['Hindi', 'Science', 'SocialStudies']","['Mathematics', 'English', 'Sanskrit']",Auditory,['Arts'],Government Services
471,Student_471,15,8,46,78,85,47,100,55,"['SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi', 'Sanskrit']",Visual,['Arts'],Artist
472,Student_472,15,10,100,70,42,69,97,64,"['Mathematics', 'Sanskrit', 'Hindi']","['Science', 'English', 'SocialStudies']",Auditory,['Writing'],Government Services
473,Student_473,16,10,100,40,89,93,61,72,"['English', 'Science', 'Hindi']","['Mathematics', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Writing']",Engineer
474,Student_474,16,9,78,83,71,58,72,64,"['Hindi', 'Mathematics', 'Sanskrit']","['Science', 'English', 'SocialStudies']",Kinesthetic,"['Arts', 'Music', 'Dance']",Government Services
475,Student_475,15,10,59,95,83,52,69,63,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Dance', 'Sports']",Engineer
476,Student_476,15,9,99,63,45,82,89,80,"['Science', 'Mathematics', 'English']","['Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Arts', 'Music', 'Sports']",Engineer
477,Student_477,14,9,40,98,46,41,62,85,"['Mathematics', 'SocialStudies', 'Science']","['English', 'Hindi', 'Sanskrit']",Auditory,"['Reading', 'Writing', 'Dance']",Artist
478,Student_478,15,8,69,55,74,67,52,41,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Music', 'Dance', 'Reading']",Artist
479,Student_479,15,10,91,51,62,78,56,43,"['Sanskrit', 'Science']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Visual,"['Music', 'Sports']",Doctor
480,Student_480,16,10,87,92,85,44,68,58,"['Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Reading', 'Dance', 'Arts']",Artist
481,Student_481,15,10,56,56,51,97,44,82,"['English', 'Hindi', 'Sanskrit']","['Mathematics', 'Science', 'SocialStudies']",Logical,"['Arts', 'Reading', 'Writing']",Entrepreneur
482,Student_482,15,10,84,88,53,83,73,40,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Writing'],Doctor
483,Student_483,16,8,73,58,68,79,51,93,"['Mathematics', 'English']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Dance']",Entrepreneur
484,Student_484,16,10,80,93,98,70,85,45,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Music', 'Writing']",Artist
485,Student_485,14,8,85,50,90,94,81,53,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Writing', 'Sports']",Artist
486,Student_486,14,8,57,89,73,79,100,65,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Logical,"['Writing', 'Arts']",Teacher
487,Student_487,14,10,43,82,72,91,73,98,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Music'],Artist
488,Student_488,15,10,76,56,46,72,71,90,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Sports', 'Technology']",Engineer
489,Student_489,14,9,40,60,74,66,59,60,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Music', 'Reading']",Artist
490,Student_490,14,10,52,43,66,96,46,98,"['Science', 'Mathematics', 'SocialStudies']","['English', 'Hindi', 'Sanskrit']",Kinesthetic,['Dance'],Government Services
491,Student_491,16,9,90,98,41,96,63,48,"['English', 'Mathematics']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Reading', 'Writing', 'Arts']",Entrepreneur
492,Student_492,16,10,65,60,81,66,66,69,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,['Sports'],Entrepreneur
493,Student_493,15,9,48,59,81,96,99,91,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Artist
494,Student_494,16,9,69,95,44,48,41,75,"['English', 'Hindi', 'Sanskrit']","['Mathematics', 'Science', 'SocialStudies']",Auditory,['Sports'],Teacher
495,Student_495,16,10,53,94,60,85,94,96,"['SocialStudies', 'Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi']",Logical,"['Dance', 'Reading']",Doctor
496,Student_496,16,9,40,75,89,73,64,40,"['SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Dance', 'Sports', 'Music']",Engineer
497,Student_497,16,10,93,93,80,96,82,73,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Reading', 'Arts']",Entrepreneur
498,Student_498,15,10,74,69,47,65,94,60,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Technology', 'Dance']",Teacher
499,Student_499,16,9,62,70,64,64,54,44,"['Mathematics', 'Hindi', 'SocialStudies']","['Science', 'English', 'Sanskrit']",Kinesthetic,['Music'],Government Services
500,Student_500,15,10,93,48,51,97,57,93,"['Science', 'Hindi', 'Mathematics']","['English', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Technology', 'Reading']",Teacher
501,Student_501,15,10,43,60,84,79,57,52,"['Sanskrit', 'Mathematics', 'Science']","['English', 'Hindi', 'SocialStudies']",Visual,"['Technology', 'Arts']",Doctor
502,Student_502,15,8,96,71,99,68,78,52,"['SocialStudies', 'English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit']",Visual,"['Arts', 'Dance', 'Sports']",Engineer
503,Student_503,15,10,84,100,89,90,71,90,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Technology', 'Reading']",Artist
504,Student_504,16,9,70,76,42,53,69,87,"['Sanskrit', 'English', 'Science']","['Mathematics', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Reading']",Scientist
505,Student_505,16,8,47,85,100,92,65,88,"['Sanskrit', 'Science', 'English']","['Mathematics', 'Hindi', 'SocialStudies']",Auditory,['Music'],Doctor
506,Student_506,14,9,87,61,56,96,93,70,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Writing'],Engineer
507,Student_507,16,10,95,79,85,44,86,86,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Auditory,"['Technology', 'Reading', 'Sports']",Teacher
508,Student_508,14,10,52,44,44,67,55,72,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Dance'],Doctor
509,Student_509,16,8,74,81,63,57,97,52,"['Sanskrit', 'English']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Kinesthetic,"['Sports', 'Reading']",Scientist
510,Student_510,15,9,42,68,48,83,88,63,"['SocialStudies', 'Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit']",Logical,"['Reading', 'Music', 'Technology']",Entrepreneur
511,Student_511,16,9,69,79,100,85,94,92,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Arts'],Artist
512,Student_512,14,8,49,55,69,78,82,53,"['Mathematics', 'English']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Music']",Engineer
513,Student_513,15,9,49,41,51,84,52,53,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Visual,"['Technology', 'Reading', 'Writing']",Doctor
514,Student_514,15,8,77,56,89,43,47,49,"['Hindi', 'Mathematics', 'SocialStudies']","['Science', 'English', 'Sanskrit']",Logical,"['Technology', 'Arts', 'Dance']",Entrepreneur
515,Student_515,16,9,59,51,44,64,90,98,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Reading', 'Dance', 'Music']",Government Services
516,Student_516,15,8,96,71,52,85,40,77,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Arts']",Artist
517,Student_517,16,9,98,69,87,98,49,53,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Kinesthetic,"['Technology', 'Writing']",Entrepreneur
518,Student_518,15,9,73,67,100,51,65,79,"['SocialStudies', 'Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi']",Kinesthetic,"['Writing', 'Arts']",Teacher
519,Student_519,14,8,66,98,78,87,94,52,"['Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Sanskrit']",Kinesthetic,"['Music', 'Sports']",Engineer
520,Student_520,14,9,87,58,61,44,86,95,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Dance', 'Arts', 'Sports']",Scientist
521,Student_521,15,8,84,57,58,86,100,95,"['Hindi', 'Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English']",Visual,"['Music', 'Reading']",Government Services
522,Student_522,16,10,73,92,98,50,68,49,"['SocialStudies', 'Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit']",Logical,"['Writing', 'Arts', 'Reading']",Entrepreneur
523,Student_523,14,10,61,63,87,87,78,62,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Writing', 'Sports', 'Arts']",Scientist
524,Student_524,16,8,86,82,65,86,95,62,"['Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English', 'SocialStudies']",Auditory,"['Reading', 'Music']",Entrepreneur
525,Student_525,14,10,59,62,97,49,42,67,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,['Writing'],Artist
526,Student_526,14,8,99,94,93,58,54,42,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Dance', 'Music', 'Writing']",Teacher
527,Student_527,16,10,48,48,55,70,73,89,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Reading'],Artist
528,Student_528,14,9,94,86,95,72,59,81,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Dance'],Entrepreneur
529,Student_529,14,9,51,52,85,97,60,76,"['Mathematics', 'Science', 'SocialStudies']","['English', 'Hindi', 'Sanskrit']",Logical,"['Sports', 'Music']",Doctor
530,Student_530,15,9,72,50,68,73,85,95,"['Science', 'Sanskrit', 'English']","['Mathematics', 'Hindi', 'SocialStudies']",Visual,"['Technology', 'Dance']",Engineer
531,Student_531,16,9,42,72,48,97,52,65,"['Science', 'Sanskrit', 'Hindi']","['Mathematics', 'English', 'SocialStudies']",Kinesthetic,"['Technology', 'Dance', 'Sports']",Entrepreneur
532,Student_532,16,10,61,85,48,45,88,92,"['English', 'Hindi', 'Sanskrit']","['Mathematics', 'Science', 'SocialStudies']",Kinesthetic,"['Arts', 'Music']",Entrepreneur
533,Student_533,16,8,89,100,72,81,80,72,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Writing', 'Music']",Entrepreneur
534,Student_534,14,10,53,84,71,59,51,73,"['Sanskrit', 'SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi']",Auditory,"['Arts', 'Writing', 'Reading']",Engineer
535,Student_535,15,10,63,94,41,91,58,49,"['SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Logical,"['Technology', 'Music']",Artist
536,Student_536,14,8,52,58,45,100,95,42,"['Mathematics', 'Sanskrit', 'SocialStudies']","['Science', 'English', 'Hindi']",Auditory,"['Music', 'Dance', 'Technology']",Teacher
537,Student_537,16,9,70,99,87,55,71,53,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Dance', 'Music']",Doctor
538,Student_538,15,9,63,44,88,67,56,92,"['Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Sanskrit']",Kinesthetic,"['Writing', 'Arts', 'Music']",Engineer
539,Student_539,15,9,41,49,100,70,89,57,"['Mathematics', 'English', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Auditory,"['Writing', 'Technology', 'Sports']",Engineer
540,Student_540,15,9,60,76,86,48,64,56,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Music']",Scientist
541,Student_541,16,8,65,78,73,67,57,99,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Technology']",Scientist
542,Student_542,16,9,100,81,89,58,40,72,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Reading', 'Arts', 'Technology']",Doctor
543,Student_543,14,8,68,84,85,79,78,93,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Arts', 'Reading']",Scientist
544,Student_544,15,10,66,66,58,51,49,77,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Arts', 'Reading']",Government Services
545,Student_545,15,10,74,54,88,53,86,68,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Dance'],Teacher
546,Student_546,15,9,54,55,68,80,48,89,"['Mathematics', 'Sanskrit', 'Hindi']","['Science', 'English', 'SocialStudies']",Visual,['Reading'],Entrepreneur
547,Student_547,16,9,49,46,94,96,93,86,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Writing', 'Reading', 'Arts']",Teacher
548,Student_548,16,10,80,99,42,41,96,98,"['Mathematics', 'Sanskrit', 'English']","['Science', 'Hindi', 'SocialStudies']",Visual,['Technology'],Scientist
549,Student_549,16,10,53,90,78,67,93,97,"['SocialStudies', 'Sanskrit', 'English']","['Mathematics', 'Science', 'Hindi']",Kinesthetic,"['Reading', 'Writing']",Entrepreneur
550,Student_550,16,8,69,45,88,87,58,80,"['English', 'Mathematics']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Writing'],Scientist
551,Student_551,15,9,43,73,43,82,74,52,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,['Technology'],Entrepreneur
552,Student_552,15,8,48,84,70,58,60,42,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Dance']",Government Services
553,Student_553,14,9,57,46,82,64,85,57,"['SocialStudies', 'Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi']",Logical,['Music'],Artist
554,Student_554,15,10,98,78,73,51,63,51,"['Mathematics', 'Hindi', 'Sanskrit']","['Science', 'English', 'SocialStudies']",Kinesthetic,"['Reading', 'Dance']",Entrepreneur
555,Student_555,14,9,91,78,89,42,91,46,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Technology', 'Arts', 'Sports']",Scientist
556,Student_556,16,10,42,75,86,97,56,58,"['English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Auditory,['Reading'],Doctor
557,Student_557,14,8,55,47,69,72,100,69,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Reading', 'Music']",Entrepreneur
558,Student_558,14,10,57,94,78,58,92,54,"['Hindi', 'Sanskrit', 'Mathematics']","['Science', 'English', 'SocialStudies']",Visual,['Technology'],Government Services
559,Student_559,16,8,85,68,56,95,72,46,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Visual,"['Technology', 'Reading']",Scientist
560,Student_560,16,8,84,95,81,41,45,66,"['Science', 'Hindi', 'SocialStudies']","['Mathematics', 'English', 'Sanskrit']",Logical,"['Sports', 'Writing', 'Dance']",Doctor
561,Student_561,15,9,68,71,48,99,41,83,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Arts'],Artist
562,Student_562,14,10,55,53,96,43,98,91,"['English', 'Science', 'SocialStudies']","['Mathematics', 'Hindi', 'Sanskrit']",Kinesthetic,"['Music', 'Dance']",Scientist
563,Student_563,15,9,57,92,96,70,50,92,"['Mathematics', 'SocialStudies']","['Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Music', 'Dance', 'Writing']",Teacher
564,Student_564,15,9,52,75,68,72,80,72,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Technology', 'Music']",Entrepreneur
565,Student_565,14,10,51,46,65,76,61,52,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Reading', 'Arts']",Artist
566,Student_566,16,9,46,41,59,66,50,72,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,"['Sports', 'Writing']",Entrepreneur
567,Student_567,15,8,60,74,91,61,85,49,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,['Writing'],Teacher
568,Student_568,14,9,66,100,83,66,62,90,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Dance'],Government Services
569,Student_569,15,10,41,56,100,66,88,47,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Reading', 'Arts']",Teacher
570,Student_570,15,8,63,95,41,57,48,90,"['Mathematics', 'SocialStudies', 'Science']","['English', 'Hindi', 'Sanskrit']",Logical,"['Writing', 'Reading']",Teacher
571,Student_571,15,8,41,94,44,48,91,77,"['Science', 'SocialStudies', 'Mathematics']","['English', 'Hindi', 'Sanskrit']",Visual,"['Reading', 'Technology']",Entrepreneur
572,Student_572,15,8,72,48,45,99,67,51,"['Science', 'Hindi', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Logical,"['Sports', 'Dance', 'Technology']",Artist
573,Student_573,14,9,66,70,54,65,81,65,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Reading', 'Arts']",Entrepreneur
574,Student_574,16,9,44,71,67,40,87,72,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Reading', 'Sports']",Artist
575,Student_575,16,9,95,92,51,96,90,43,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Writing', 'Dance', 'Sports']",Teacher
576,Student_576,15,10,78,58,60,83,75,80,"['Sanskrit', 'Science', 'Mathematics']","['English', 'Hindi', 'SocialStudies']",Logical,['Writing'],Entrepreneur
577,Student_577,15,10,42,94,70,93,82,74,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Arts'],Government Services
578,Student_578,14,9,47,81,42,51,63,58,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Reading', 'Sports']",Government Services
579,Student_579,14,10,81,65,55,67,43,99,"['English', 'Science', 'Mathematics']","['Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Music']",Entrepreneur
580,Student_580,15,9,71,67,72,48,73,48,"['Sanskrit', 'SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English']",Kinesthetic,['Arts'],Scientist
581,Student_581,15,8,91,43,48,65,56,88,"['English', 'Hindi', 'Sanskrit']","['Mathematics', 'Science', 'SocialStudies']",Auditory,['Dance'],Scientist
582,Student_582,15,9,94,77,46,45,43,54,"['Science', 'English', 'Sanskrit']","['Mathematics', 'Hindi', 'SocialStudies']",Logical,"['Sports', 'Dance', 'Technology']",Doctor
583,Student_583,14,10,55,48,55,68,73,45,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Reading']",Government Services
584,Student_584,15,9,89,68,79,51,45,83,"['Science', 'Sanskrit', 'English']","['Mathematics', 'Hindi', 'SocialStudies']",Auditory,"['Sports', 'Arts']",Doctor
585,Student_585,14,8,95,82,54,68,74,52,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Writing', 'Sports']",Doctor
586,Student_586,16,10,92,78,95,66,67,81,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Logical,"['Reading', 'Music', 'Writing']",Scientist
587,Student_587,14,8,64,65,87,74,64,98,"['Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Reading', 'Sports', 'Dance']",Teacher
588,Student_588,15,8,54,41,64,61,78,69,"['Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English', 'SocialStudies']",Kinesthetic,"['Technology', 'Dance', 'Reading']",Doctor
589,Student_589,15,10,65,53,47,62,69,69,"['SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Sports', 'Technology', 'Music']",Scientist
590,Student_590,16,9,91,88,79,88,70,73,"['Sanskrit', 'SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi']",Kinesthetic,"['Arts', 'Music']",Scientist
591,Student_591,14,8,90,94,91,96,43,46,"['Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English', 'SocialStudies']",Logical,"['Music', 'Sports', 'Technology']",Teacher
592,Student_592,14,8,56,54,81,67,81,72,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,['Technology'],Teacher
593,Student_593,16,9,87,40,56,76,49,98,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Sports']",Teacher
594,Student_594,14,8,56,95,64,70,96,68,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Dance', 'Writing']",Entrepreneur
595,Student_595,16,10,85,67,78,50,66,95,"['Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Dance', 'Arts', 'Technology']",Teacher
596,Student_596,15,9,94,79,60,42,77,92,"['Sanskrit', 'English']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Visual,"['Sports', 'Music', 'Technology']",Doctor
597,Student_597,14,10,58,79,79,42,83,98,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Dance']",Government Services
598,Student_598,14,8,56,83,45,97,45,99,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Arts']",Scientist
599,Student_599,15,9,98,92,75,86,40,92,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Dance', 'Reading', 'Music']",Scientist
600,Student_600,16,9,69,46,59,48,95,99,"['Mathematics', 'Sanskrit', 'English']","['Science', 'Hindi', 'SocialStudies']",Logical,['Writing'],Entrepreneur
601,Student_601,14,10,44,54,62,77,84,63,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Arts', 'Dance', 'Technology']",Government Services
602,Student_602,14,8,77,41,49,71,52,65,"['Hindi', 'English', 'Mathematics']","['Science', 'Sanskrit', 'SocialStudies']",Logical,"['Arts', 'Dance', 'Writing']",Entrepreneur
603,Student_603,16,8,58,41,80,94,54,57,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Reading']",Scientist
604,Student_604,14,8,76,45,56,72,42,67,"['Hindi', 'Science', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Logical,"['Reading', 'Music', 'Writing']",Engineer
605,Student_605,16,9,43,70,67,67,72,65,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Writing', 'Dance', 'Sports']",Government Services
606,Student_606,16,10,68,53,89,70,99,80,"['Hindi', 'Sanskrit']","['Mathematics', 'Science', 'English', 'SocialStudies']",Kinesthetic,"['Sports', 'Arts']",Government Services
607,Student_607,15,9,60,56,87,64,72,59,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Writing'],Scientist
608,Student_608,14,10,82,70,69,76,95,93,"['English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Kinesthetic,['Technology'],Doctor
609,Student_609,16,9,47,89,100,66,74,84,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Dance', 'Reading']",Government Services
610,Student_610,14,8,92,92,80,75,58,49,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Dance', 'Writing']",Government Services
611,Student_611,14,8,58,70,96,96,54,74,"['Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Logical,"['Music', 'Reading', 'Technology']",Artist
612,Student_612,14,9,60,71,99,83,52,43,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Logical,"['Writing', 'Music']",Entrepreneur
613,Student_613,15,8,40,68,88,74,65,88,"['English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Logical,"['Arts', 'Reading']",Doctor
614,Student_614,16,10,61,61,57,62,94,71,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Arts', 'Reading', 'Dance']",Doctor
615,Student_615,14,10,91,99,84,71,55,51,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Sports'],Entrepreneur
616,Student_616,16,9,48,85,98,97,85,47,"['Sanskrit', 'Science']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Visual,['Reading'],Teacher
617,Student_617,14,9,46,73,82,98,44,63,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Dance', 'Technology', 'Reading']",Entrepreneur
618,Student_618,15,10,44,64,58,53,86,57,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Reading'],Doctor
619,Student_619,16,8,89,45,40,79,81,80,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Sports', 'Technology']",Artist
